pose,correctness,angle_elbow_l,angle_shoulder_l,angle_hip_l,angle_knee_l,angle_elbow_r,angle_shoulder_r,angle_hip_r,angle_knee_r
Anantasana,1,139.79459921533768,55.25198064860876,169.88208319166634,172.93811717934497,168.8932053533429,37.29100230496479,173.9345850531954,162.29253940956661
Anantasana,1,142.11855764448003,54.96749927253015,172.90960020564833,170.6833815675058,171.14909968659828,54.672322229482134,170.5477876770742,165.99128889903162
Anantasana,1,147.71550581539148,28.299353762699656,157.56837312386602,176.83432996732188,132.7344021920903,75.68209939571285,146.79100176955416,174.7745678918122
Anantasana,1,166.24726505067156,22.478945214615873,143.24725873424242,178.34923390253496,145.34423415292105,66.72725491947308,145.13034790457195,173.75705615879207
Anantasana,1,170.3061828784377,16.100071962775285,164.36503684786078,177.6868359085792,158.77518835502505,50.05388701460459,156.96272359779172,172.18786212228494
Anantasana,1,175.88111305535278,19.404930810986652,160.81774429505188,175.2343358326569,158.45984217014592,51.14254973791842,156.0208556237695,171.98567245841969
Anantasana,1,178.9450627286942,24.684253213715134,165.8179131634494,174.46624140759644,159.03688547887964,44.60042419481394,165.22876141992433,176.8730429393835
Anantasana,1,163.39320277689322,33.223899513664904,141.10086512132003,176.76370229515362,154.17607959358367,61.691079407943995,150.67217728919053,170.21016922657208
Anantasana,1,164.13647673842564,59.208082684367774,161.61737864753007,177.7221560073407,155.66327455408083,53.188988759621196,154.44026984781408,171.7532008876286
Anantasana,1,142.5481195447996,72.9160229970323,157.92465008680574,171.27486375970065,157.63125083062138,49.36586866037595,161.2097475241046,171.93515515882524
Anantasana,1,171.66763101922655,28.424682326354986,170.58542772087134,176.622487710827,134.15963352800307,53.48085056244382,175.93379525595407,179.07203378300773
Anantasana,1,178.71577672927563,47.99394271496521,161.8003257715412,171.73703976133794,154.42390611653593,50.91533957287433,160.0126727874869,173.3235827633675
Anantasana,1,157.98521466245,45.823567077211315,178.77900638419484,177.32933183725922,164.10313928040748,40.29388135165261,167.58833371255835,166.47033570141093
Anantasana,1,167.20320042086414,42.08396798855704,173.11195605701366,178.86942745161997,159.2650572272603,40.050569106765,179.5259362467472,178.6914274009815
Anantasana,1,32.93370758349309,7.301177058347163,171.26863528668804,1.9241006670315877,19.025181582133985,38.23169851299863,171.52801274635854,12.956411163788262
Anantasana,1,12.690607044542785,24.709963875641243,177.26102204179824,31.655365270820703,20.886953246374727,36.89653197058993,177.38977403381884,36.13869810307645
Anantasana,1,170.79632910453796,17.089235056474433,179.8956409113736,179.03742160066136,96.51069543107815,25.147212636863426,177.94577789971098,178.13886116390856
Anantasana,1,163.445449977121,5.551439148974065,172.0328193783427,177.97966999103943,170.9977316331189,19.415244674351623,171.384066701145,177.21659328045143
Anantasana,1,155.0053970078288,39.065462735789836,170.00529120231386,174.76507297015948,155.53542789492403,31.011822122063705,179.9790632570167,176.37161791381067
Anantasana,1,137.5032453672752,0.5655546897006163,176.6257256031333,170.3479031643192,165.05291675159785,18.540325190159543,173.07606816040413,173.1926288014455
Anantasana,1,150.24001165453916,2.579369084011391,177.4580843366492,178.25447243742738,175.57019449705217,20.317754792124276,177.98397137338011,177.54574359971178
Anantasana,1,168.0363951637711,26.546499853296936,172.01512443527764,172.89182478580435,178.21360768385722,11.862141092570393,178.19887713923828,178.36180564897754
Anantasana,1,152.46162200633813,35.20374360498833,178.44485375790438,158.29952833913083,105.25752082873292,4.33149720924433,170.91538949781193,170.60362932327547
Anantasana,1,161.39287501631514,24.020922138726345,168.7546149617009,177.82856910490221,116.65327196439858,3.0264620321349325,172.20477376339073,173.92934927721134
Anantasana,1,156.34272590493543,35.36966323822639,177.86195816381826,171.09334850389237,168.9556312556603,22.969291105157183,170.58721350244352,174.90846579169087
Anantasana,1,157.09520400355052,135.6889809338978,2.5339749023199882,178.05720162404995,48.76633076485215,176.60916972120285,1.1297498173705753,175.21501246296296
Anantasana,1,160.96337741498002,51.95237442756408,178.26074814698646,176.1607273654779,135.1850483255878,62.88488225955055,168.3201866226447,164.2330494371571
Anantasana,1,124.89683655670788,63.91687299074522,168.62944687295496,166.00282806437892,163.91559858519176,47.21520620396547,162.94164634260235,142.60382571388797
Anantasana,1,168.7537649329437,20.725814976443313,167.615833744953,174.54793485282548,138.16120470858672,65.12341253510674,169.81916523431067,157.31040806811023
Anantasana,1,178.4821268440448,51.69109814357265,176.89593048396023,129.25030769753826,114.23401623714324,76.73726919899944,170.99942957041057,139.33985559489452
Anantasana,1,160.01368993416884,28.6553858870254,174.60830828014377,142.23299419430606,141.53103571768165,68.37511621685326,150.52496231347547,155.51071243266645
Anantasana,1,172.88223912513354,17.257385889265873,176.98285578528083,144.93669515614314,142.80838618836268,73.86409096639534,144.57781246501222,148.78147737782078
Anantasana,1,142.57033819714115,3.1397994544805545,179.15782213602344,147.9599156182512,136.75409964495014,73.95290682411814,154.359415119999,164.05923867941527
Anantasana,1,133.34800778730346,7.22369882717453,174.5904197924147,143.26329098810595,135.33343778453613,66.16151464205274,161.30409908322383,160.61758833941153
Anantasana,1,151.87470471267983,4.52387143454655,178.7857268444705,153.67624255959723,131.48869414789476,65.77203911646444,167.66396069806365,171.31336714518616
Anantasana,1,150.78353014975602,5.767910978761165,177.20561059630148,152.708110274,134.66186843639713,64.85501277887442,168.35568282566814,169.7864380561742
Anantasana,1,168.09705199685067,51.25628093757962,179.39066865157204,133.2897074371867,129.0618457926508,77.8580093140838,162.19371006138218,179.75374346616667
Anantasana,1,169.80806912378148,4.83160126669755,147.79049778287094,126.5736770794459,128.0439130916496,66.19326016379432,169.01983831862216,147.8850990686738
Anantasana,1,164.8377983993404,3.0808970297499125,153.6254430059213,127.9996897269419,125.06779885661673,67.22229009635782,176.6570408069063,161.1013737068597
Anantasana,1,173.18725705601375,6.876810386926448,166.70909933137906,138.81595872159133,124.35586156179669,69.50870724850432,167.97300963509971,132.95717053724542
Anantasana,1,146.127676108455,8.299472677900438,176.59138180607127,141.5540676432813,123.902423486958,73.22915017516056,173.36056944857765,160.7994774768552
Anantasana,1,123.07465011446403,65.94668815246939,158.25415035787367,152.87014572494633,161.39441718324807,8.038982200685574,178.74849928834962,141.74494492489197
Anantasana,1,95.14849532862101,75.49335633140208,9.63159392900566,115.5547036254938,14.756816645689435,162.43921085058943,130.69308382473687,147.22048529704344
Anantasana,1,100.83501430872982,82.05614145816173,21.819863053433878,13.310362952927584,13.052027839481717,115.30352093693182,128.55555686273698,136.30758663452858
Anantasana,1,156.29386822343957,34.00533229987795,162.25435023559854,171.5321908137911,171.4889727465398,2.8439528047326275,170.89883138339346,158.86850019949227
Anantasana,1,151.1925474153505,36.71028903737998,156.14246004350963,153.24856405440343,173.04810227612055,3.8824594531939196,170.10620149236277,163.42696917437135
Anantasana,1,150.71219855978057,29.62087818112025,165.93328586236368,174.03737482680657,178.0474152940025,0.6271306739497401,179.68611772478909,139.09983647904872
Anantasana,1,175.64281436164225,13.091318817356697,173.6568979716187,172.65499662068575,176.70995412051172,0.5172238685159292,179.21885903582788,147.7211175210013
Anantasana,1,166.80956886235055,23.654756289540327,168.79513584453798,178.6994097340138,161.9297130214149,7.201784427980721,174.89298567009587,160.20787268076484
Anantasana,1,173.35677841143473,13.142619983650334,175.1713744725359,177.66153037973916,178.7084065608162,7.886544661442455,173.15357239349285,166.09743073542313
Anantasana,1,175.9837064777209,13.315752838082668,170.9844397671765,179.7967562826603,177.94265826118288,0.9406635846622642,179.98231150554255,166.0422069518259
Anantasana,1,175.18075019088147,15.231825654709443,175.29985922967646,172.82858500044335,178.87586389716157,9.602356065787944,173.22981466115323,168.1756768382951
Anantasana,1,173.66587849253997,14.321570504617837,172.20394203988582,175.63780699069625,179.9458054334516,10.336243037802609,170.5928664915418,169.71528331659988
Anantasana,1,172.71966414062567,14.681813093274837,173.40141306294478,179.0967894872625,179.13959586529492,7.988412012733419,176.3947099819537,170.45963947457324
Anantasana,1,166.89888600720613,10.260915888601232,178.54453963766468,168.03154784540098,171.0200630723663,16.33650517377109,171.55361228996134,174.45254390853583
Anantasana,1,48.577277797734084,150.10484405061646,159.69468828010264,173.45724948379853,122.42325372343612,65.31177826020179,158.76097478244102,166.92867645532684
Anantasana,1,173.24763597008928,9.977739492256516,171.0203373995945,175.55487361807369,151.29724825001918,41.538683602087836,164.82005740372304,179.79487794716826
Anantasana,1,5.279857062041537,161.41899615138044,24.837445799530222,67.05268154804818,133.26319143918113,68.02876892312716,161.93212321921317,167.82826100196894
Anantasana,1,165.31619189005548,6.031302671137382,151.64556550912422,171.1189681170977,175.33784318670436,51.496569670513225,178.482642348259,130.67083548571424
Anantasana,1,158.63816914772187,0.22157078668492616,176.69649377889004,150.19228353283054,127.35518336034929,61.83871883387919,167.85779938837436,178.94784116144237
Anantasana,1,47.25495267281485,15.350448706934479,177.94889986598872,134.14113025917626,164.6293246940768,39.14073946525354,151.41853015564348,124.64509969681113
Anantasana,1,176.95603509571745,24.27666097855681,128.94357989832326,121.23632326601705,146.9092004646195,51.8850791602051,140.4028040521145,108.73230034888344
Anantasana,1,176.83469526662626,17.688273935402396,155.9329278996099,160.4465120332551,169.46215385826397,40.52235755184378,118.33797594308922,83.25170254834865
Anantasana,1,128.60131205376163,11.705851024219026,13.106544401765808,143.39130380862335,22.1702930857235,55.1563028884799,57.65705252316101,11.766406665042336
Anantasana,1,145.27003307069666,53.267606169946156,158.37439415544145,170.0230556436196,169.96001112165754,2.809741949878437,167.85508460665838,171.26515195555677
Anantasana,1,148.4186237372489,53.980937203204796,161.57330615554605,170.70615444162374,159.27903066233662,2.5781975246602484,169.58860426607288,178.77085250127155
Anantasana,1,147.19089464886622,56.78889029961555,152.90127245097312,166.85851916792595,152.7332151301282,4.576512517844715,165.56901389274384,167.0628463526102
Anantasana,1,144.95596509392135,64.47454260727511,152.62399546552774,172.60298210188535,176.8720073617538,2.7558532181846123,167.3540236107124,176.57457563799605
Anantasana,1,145.7171848327478,59.541760683505586,175.8359588406002,176.13357136753342,156.4022206634342,7.044233156241984,173.02269903413784,168.42962292914493
Anantasana,1,167.76482301668452,24.48270893920054,169.92489026710282,168.24076745010274,158.7545311990775,52.925849436841936,156.828899477319,172.82071561478912
Anantasana,1,166.54055793779298,21.121689061576056,171.48706378973154,175.619741526841,164.6811324509465,51.654267627858125,155.58217510696858,171.11457055205952
Anantasana,1,172.5318843847077,23.781068820593894,155.18400077217024,179.03235225553897,161.33060135059367,61.08999130168101,144.88791188754567,172.0927041127117
Anantasana,1,177.77428156125683,22.321380347802357,167.9709133886231,173.26331999147862,155.91699596168863,50.85327043704601,157.09627454699347,168.24320356495616
Anantasana,1,179.08789963635337,44.967344870856074,173.4630309338781,179.57132706603005,152.17568903305443,39.73981936229018,174.6248853207469,171.29887658777565
Anantasana,1,158.57985364661934,50.270383608494825,172.72026429541913,177.0105027268913,148.8672327675321,39.08238282537137,171.6477353667868,169.9809100293929
Anantasana,1,179.63508705839297,4.6744770838198875,173.35271153189584,176.4799756116658,153.17231095186457,38.59006546670941,170.83014949388638,176.30537518392813
Anantasana,1,162.37310101426985,38.28728476457431,175.77851393519413,178.40711331919533,171.05376269097187,3.2295991641777975,179.0792126318677,179.16000958559485
Anantasana,1,163.93170075813515,3.4105104389967957,176.07713148429556,174.21484272444894,163.4166030228634,14.25770349425824,179.05269619924678,179.63001475956747
Anantasana,1,161.84060110553207,12.796649632964922,177.16992024612867,178.67044415962008,158.27610921945123,25.69780179241819,174.54881323126003,172.42919841455705
Anantasana,1,164.9747145731461,5.03657851396878,179.08338697628696,175.73118243553085,142.31100226729882,18.309489145303942,178.18743998034728,177.74832109148403
Anantasana,1,164.52725777530492,27.83678734297976,178.3569380218543,173.74597190977622,178.23747696757786,21.109271435350067,170.98346093018048,173.9170770485195
Anantasana,1,170.61385121585843,26.628674078396802,172.96816955554635,174.40662012935917,175.09131881232452,17.393684430882235,173.14193621072158,174.22191834023926
Anantasana,1,142.26229500281727,87.9580552211314,167.7987213874885,133.5031500804649,137.66787812177284,114.30025393567082,147.36864284595154,166.63981672298095
Anantasana,1,145.10606188327978,91.93499036420181,156.36369252922069,171.36481669005576,124.14064880437292,111.6353244202741,145.47165251410948,178.36925691883465
Anantasana,1,132.61851709593316,105.89280368945077,147.36371597936986,169.20705372207735,124.25661099412281,124.35404143176872,133.59268831588903,169.7688076963506
Anantasana,1,155.03250132768864,69.46338925099452,154.5736932374475,177.26731458741668,82.98842738964981,147.58856342907447,149.54018763700444,160.91671473530027
Anantasana,1,162.94672977493315,26.92812070931255,177.71791312118174,169.68466071358694,116.572820480341,92.5307366885194,166.3492538836674,166.96866217227472
Anantasana,1,153.7142585753952,37.842667080944274,172.6057973720013,177.240911507625,96.75314269479003,133.7233055030255,147.10994556786648,163.66546597041722
Anantasana,1,103.76981332865631,124.99774948534916,165.3728229790788,178.87864660216954,175.52493170670414,28.336372076841435,174.2059169142626,175.53994646646066
Anantasana,1,82.59044874347376,110.09106743918035,166.2031219744536,168.1174265683953,172.31990997605726,0.9752550865503797,170.87979801129805,175.33361339232508
Anantasana,1,103.36311079585664,98.13631382211793,164.89811942444462,165.11212500829478,171.4069793626167,14.080741330169024,171.44897769375504,177.30012043844454
Anantasana,1,114.10247850927928,79.94707185808338,164.64595605893686,167.9497224842691,173.56099228715493,1.0369067881331973,169.3238284233661,177.859481552915
Anantasana,1,147.19154583369632,41.581410648638894,170.8019944153048,174.64948135620375,175.13645744557323,0.7148638326801303,174.5079953275681,179.28974885422744
Anantasana,1,160.3750338844483,29.60605918265875,168.85017919805483,176.3056822343897,167.54725599489274,7.2189772609823075,174.646799198075,176.74784864920724
Anantasana,1,158.47580902539005,27.3328074819603,175.33545494102705,177.91815917430756,175.2940830969404,5.843596087590886,174.96785627906894,178.42171222178357
Anantasana,1,157.0404926655551,27.749080385042866,171.67569404807315,179.2267925632257,171.64813126023233,5.419251251686971,175.30113375473277,176.69974132224644
Anantasana,1,159.65236038102353,26.787883009515877,173.89965402692758,179.5795027472383,175.03528429661077,3.353675136297172,173.0781316037066,179.53862150488115
Anantasana,1,163.27120528844793,20.05743186652919,178.90292018074166,175.91384031630884,166.55087468887604,10.777041852990692,174.61227158343937,178.4281070952907
Anantasana,1,152.9766314165232,26.099703141380367,176.42480189578583,179.767755030279,171.29614770265383,5.703575989249923,173.20491953977591,179.7241314046185
Anantasana,1,159.11586702074462,22.858274200044775,178.00258557963167,176.81966105176008,165.62776596051918,10.339701345405777,174.29445658066092,177.95523774546135
Anantasana,1,162.9560892190831,18.93671162177469,178.6612426425797,175.44345910876572,161.04307295366513,12.836767985257069,173.99243024376628,179.34788523663192
Anantasana,1,163.38646377645543,20.590389679973462,172.75925091994756,175.94854922965214,165.45153398857795,10.894264293809185,177.04265528526759,175.60918513683976
Anantasana,1,164.40088945488418,19.37074239883784,177.10907525366085,174.9622992870952,168.76424486321184,9.755644853736987,175.62267809963922,175.6431656412248
Anantasana,1,165.43279371009106,17.8420917898697,176.88897407551568,175.09671017936373,167.7931297838418,9.507174161589546,177.36116595148735,175.113325422531
Anantasana,1,168.24714695109765,16.876118415360395,176.86040965591454,174.69217526752226,166.50040392846444,10.028455005172228,176.31406791540834,175.63648130949633
Anantasana,1,166.09631795831683,17.6732358251096,176.23836913211855,177.56752321645118,166.3769396165541,11.428387871482926,176.3156280305319,176.94001469544648
Anantasana,1,170.62099303002216,16.07030733268755,176.63517978807673,174.9479954297301,168.22725091213226,10.997442484906685,178.0727570137483,174.29071421248395
Anantasana,1,166.88076882158657,16.9810007695977,175.43183744710714,177.87883313113716,168.1039426205165,9.19657638942607,177.15850948734254,176.21718829066742
Anantasana,1,166.79912730024648,16.148861726279847,175.92492768081496,178.47914603659146,165.80582819703213,10.487257862000433,176.51174028430736,178.73189338517483
Anantasana,1,171.8167782215749,15.3860792315416,176.75824431735967,175.96607632577573,171.18396518954688,9.498097963336818,176.5529172917665,176.77876337134407
Anantasana,1,164.89031671589882,17.391275852335696,175.8077762716284,177.3262457887293,166.75877267176736,10.436312642536848,177.96157447654187,176.0797108309371
Anantasana,1,167.0815722367865,16.006308569012788,176.54454094678195,179.02480980599105,165.85829436661047,10.745597189518492,177.55227803847433,178.2965971044215
Anantasana,1,166.62482729787553,16.98394755406025,175.9934215062965,179.31458337107836,157.3910388251489,13.267505940914248,176.3308757888434,179.32682790991205
Anantasana,1,168.75931132616853,16.268237544019087,175.83384793591475,178.5408176992611,162.1518235040346,11.079674618899617,177.20692236890056,178.1626210149982
Anantasana,1,166.75537391879013,16.934067298572415,177.35462017017193,177.96513681127337,164.93650264193312,10.157497652828852,177.15228067567944,178.17780012726274
Anantasana,1,169.9130888031864,15.218466900451233,179.06977820979995,175.47997106266746,158.77954446249552,10.294496546933601,176.19032073028546,179.43739926150326
Anantasana,1,170.43922737394922,15.534285331749572,176.25007980303033,178.1631585469853,162.9042707259339,10.24031113635067,175.49496327831278,179.9198470617138
